Investor,Startup,Compatibility,Score
Parker-Miller,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Parker-Miller,"Crawford, Reyes and Smith",Low Compatibility,27.0
Parker-Miller,Hill-Huerta,Low Compatibility,27.0
"Vaughn, Smith and Larson","Warren, Prince and Walker",Low Compatibility,27.0
"King, Foster and Orr","Woodard, Beck and Kim",Low Compatibility,27.0
"King, Foster and Orr",Martinez Inc,Low Compatibility,27.0
"King, Foster and Orr","Bennett, Walker and Taylor",Low Compatibility,27.0
Fleming Ltd,Taylor LLC,Low Compatibility,27.0
Hutchinson PLC,Murphy PLC,Low Compatibility,27.0
"Williamson, Cruz and Rice",Martinez and Sons,Low Compatibility,27.0
Stephens Inc,"Lee, Sosa and Hernandez",Low Compatibility,27.0
"Williamson, Cruz and Rice","Jackson, Scott and Mclean",Low Compatibility,27.0
"Williamson, Cruz and Rice","Fischer, Oconnor and Wright",Low Compatibility,27.0
Stephens Inc,"Perkins, Moss and Moreno",Low Compatibility,27.0
Stephens Inc,"Bennett, Green and Robles",Low Compatibility,27.0
Ryan LLC,Brown-Burton,Low Compatibility,27.0
Stephens Inc,Hill-Huerta,Low Compatibility,27.0
"Williamson, Cruz and Rice",Taylor-Taylor,Low Compatibility,27.0
Hutchinson PLC,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Fleming Ltd,"Jackson, Scott and Mclean",Low Compatibility,27.0
Fleming Ltd,Torres Inc,Low Compatibility,27.0
Hutchinson PLC,"Woodard, Beck and Kim",Low Compatibility,27.0
Hutchinson PLC,Taylor LLC,Low Compatibility,27.0
Fleming Ltd,Padilla Inc,Low Compatibility,27.0
Potts Inc,"Meadows, Stephens and Hernandez",Low Compatibility,25.5
Morris-Brown,"Rogers, Larsen and Smith",Low Compatibility,25.5
Potts Inc,Spencer and Sons,Low Compatibility,25.5
"Williamson, Cruz and Rice",Hill-Huerta,Low Compatibility,25.5
Morris-Brown,Mata Ltd,Low Compatibility,25.5
French Ltd,"Rogers, Larsen and Smith",Low Compatibility,25.5
Morris-Brown,Bell-Stephenson,Low Compatibility,25.5
"Rush, Palmer and Perkins",York-Ball,Low Compatibility,25.5
Smith-Wright,Martin-Hudson,Low Compatibility,25.5
Hall PLC,Brown-Watson,Low Compatibility,25.5
Hall PLC,"Crawford, Reyes and Smith",Low Compatibility,25.5
"Rush, Palmer and Perkins",Hill-Huerta,Low Compatibility,25.5
Becker Ltd,Mata Ltd,Low Compatibility,25.5
Becker Ltd,"Rogers, Larsen and Smith",Low Compatibility,25.5
"Williamson, Cruz and Rice",Nguyen PLC,Low Compatibility,25.5
"Williamson, Cruz and Rice","Perkins, Moss and Moreno",Low Compatibility,25.5
"King, Mitchell and Williams",Mata Ltd,Low Compatibility,25.5
"King, Mitchell and Williams",Harris Group,Low Compatibility,25.5
Harris Ltd,"Gay, Hoffman and Rose",Low Compatibility,25.5
"Rush, Palmer and Perkins",Nguyen PLC,Low Compatibility,25.5
French Ltd,Harris Group,Low Compatibility,25.5
Hall PLC,"Lee, Sosa and Hernandez",Low Compatibility,25.5
Smith-Wright,"Gay, Hoffman and Rose",Low Compatibility,25.5
Harris Ltd,"Miller, Swanson and Allen",Low Compatibility,25.5
Harris Ltd,Martin-Hudson,Low Compatibility,25.5
Morris-Brown,Torres-Orr,Low Compatibility,25.5
Maldonado PLC,Mata Ltd,Low Compatibility,22.5
Maldonado PLC,"Rogers, Larsen and Smith",Low Compatibility,22.5
Maldonado PLC,Harris Group,Low Compatibility,22.5
Maldonado PLC,Brown-Watson,Low Compatibility,22.5
Maldonado PLC,Hess-Wheeler,Low Compatibility,22.5
Maldonado PLC,Hunt LLC,Low Compatibility,22.5
Maldonado PLC,"Lee, Sosa and Hernandez",Low Compatibility,22.5
Miller and Sons,Harris Group,Low Compatibility,22.5
Miller and Sons,Brown-Watson,Low Compatibility,22.5
Maldonado PLC,Bell-Stephenson,Low Compatibility,22.5
Miller and Sons,Hess-Wheeler,Low Compatibility,22.5
Maldonado PLC,"Grant, Wright and Pearson",Low Compatibility,22.5
Miller and Sons,York-Ball,Low Compatibility,22.5
Miller and Sons,Hunt LLC,Low Compatibility,22.5
Maldonado PLC,"Crawford, Reyes and Smith",Low Compatibility,22.5
Miller and Sons,"Miller, Swanson and Allen",Low Compatibility,22.5
Miller and Sons,"Grant, Wright and Pearson",Low Compatibility,22.5
"King, Foster and Orr",Harris Group,Low Compatibility,19.5
"King, Foster and Orr","Dalton, Nguyen and Webb",Low Compatibility,19.5
Fleming Ltd,"Smith, Cunningham and Mays",Low Compatibility,19.5
Fleming Ltd,"Walker, Allen and Conrad",Low Compatibility,19.5
Fleming Ltd,Hunt LLC,Low Compatibility,19.5
Fleming Ltd,"Bennett, Green and Robles",Low Compatibility,19.5
Fleming Ltd,"Perkins, Moss and Moreno",Low Compatibility,19.5
Fleming Ltd,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Hutchinson PLC,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Hutchinson PLC,"Perkins, Moss and Moreno",Low Compatibility,19.5
Fleming Ltd,Johnston-Fuller,Low Compatibility,19.5
Hutchinson PLC,"Bennett, Green and Robles",Low Compatibility,19.5
Hutchinson PLC,"Walker, Allen and Conrad",Low Compatibility,19.5
Williams-Hubbard,"Grant, Wright and Pearson",Low Compatibility,19.5
Barker and Sons,York-Ball,Low Compatibility,19.5
Barker and Sons,Johnston-Fuller,Low Compatibility,19.5
Barker and Sons,Brown-Burton,Low Compatibility,19.5
Barker and Sons,Brown-Watson,Low Compatibility,19.5
Barker and Sons,Nguyen PLC,Low Compatibility,19.5
Barker and Sons,"Walker, Allen and Conrad",Low Compatibility,19.5
Barker and Sons,Hunt LLC,Low Compatibility,19.5
Williams-Hubbard,Hess-Wheeler,Low Compatibility,19.5
Williams-Hubbard,Spencer and Sons,Low Compatibility,19.5
"Williamson, Cruz and Rice",Brown-Burton,Low Compatibility,19.5
"Williamson, Cruz and Rice",Brown-Watson,Low Compatibility,19.5
"Williamson, Cruz and Rice","Grant, Wright and Pearson",Low Compatibility,19.5
Hutchinson PLC,York-Ball,Low Compatibility,19.5
"Williamson, Cruz and Rice",Spencer and Sons,Low Compatibility,19.5
Williams-Hubbard,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Barker and Sons,"Smith, Cunningham and Mays",Low Compatibility,19.5
Smith Group,"Gay, Hoffman and Rose",Low Compatibility,19.5
Smith Group,Torres-Orr,Low Compatibility,19.5
Smith Group,Harris Group,Low Compatibility,19.5
Thompson and Sons,"Rogers, Larsen and Smith",Low Compatibility,19.5
Thompson and Sons,Harris Group,Low Compatibility,19.5
Thompson and Sons,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Barker and Sons,"Grant, Wright and Pearson",Low Compatibility,19.5
Barker and Sons,Hess-Wheeler,Low Compatibility,19.5
Barker and Sons,Spencer and Sons,Low Compatibility,19.5
Barker and Sons,Hill-Huerta,Low Compatibility,19.5
"Williamson, Cruz and Rice","Crawford, Reyes and Smith",Low Compatibility,19.5
"Williamson, Cruz and Rice","Meadows, Stephens and Hernandez",Low Compatibility,19.5
Kirby-Foster,Hunt LLC,Low Compatibility,19.5
Kirby-Foster,"Bennett, Green and Robles",Low Compatibility,19.5
Smith Group,Mata Ltd,Low Compatibility,19.5
Smith Group,Bell-Stephenson,Low Compatibility,19.5
Smith Group,"Miller, Swanson and Allen",Low Compatibility,19.5
Smith Group,Martin-Hudson,Low Compatibility,19.5
Gordon PLC,"Gay, Hoffman and Rose",Low Compatibility,19.5
Gordon PLC,Torres-Orr,Low Compatibility,19.5
Barker and Sons,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Kirby-Foster,"Perkins, Moss and Moreno",Low Compatibility,19.5
Kirby-Foster,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Kirby-Foster,York-Ball,Low Compatibility,19.5
Kirby-Foster,Johnston-Fuller,Low Compatibility,19.5
Thompson and Sons,Mata Ltd,Low Compatibility,19.5
Thompson and Sons,Bell-Stephenson,Low Compatibility,19.5
Thompson and Sons,"Miller, Swanson and Allen",Low Compatibility,19.5
Thompson and Sons,Martin-Hudson,Low Compatibility,19.5
Casey-Cabrera,"Smith, Cunningham and Mays",Low Compatibility,19.5
Casey-Cabrera,"Walker, Allen and Conrad",Low Compatibility,19.5
Casey-Cabrera,Hunt LLC,Low Compatibility,19.5
"Williamson, Cruz and Rice",Hess-Wheeler,Low Compatibility,19.5
Kirby-Foster,Brown-Burton,Low Compatibility,19.5
Kirby-Foster,Brown-Watson,Low Compatibility,19.5
Kirby-Foster,Nguyen PLC,Low Compatibility,19.5
Kirby-Foster,"Grant, Wright and Pearson",Low Compatibility,19.5
Kirby-Foster,Hess-Wheeler,Low Compatibility,19.5
Thompson and Sons,Torres-Orr,Low Compatibility,19.5
Smith Group,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Casey-Cabrera,"Bennett, Green and Robles",Low Compatibility,19.5
Casey-Cabrera,"Perkins, Moss and Moreno",Low Compatibility,19.5
Casey-Cabrera,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Casey-Cabrera,York-Ball,Low Compatibility,19.5
Gordon PLC,Mata Ltd,Low Compatibility,19.5
Gordon PLC,Bell-Stephenson,Low Compatibility,19.5
Gordon PLC,"Miller, Swanson and Allen",Low Compatibility,19.5
Gordon PLC,Martin-Hudson,Low Compatibility,19.5
Gordon PLC,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Thompson and Sons,"Gay, Hoffman and Rose",Low Compatibility,19.5
Kirby-Foster,Spencer and Sons,Low Compatibility,19.5
Kirby-Foster,Hill-Huerta,Low Compatibility,19.5
Kirby-Foster,"Crawford, Reyes and Smith",Low Compatibility,19.5
Kirby-Foster,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Carney Group,"Crawford, Reyes and Smith",Low Compatibility,19.5
Carney Group,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Casey-Cabrera,"Grant, Wright and Pearson",Low Compatibility,19.5
Casey-Cabrera,Hess-Wheeler,Low Compatibility,19.5
Harris Ltd,Torres-Orr,Low Compatibility,19.5
French Ltd,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Smith-Wright,Torres-Orr,Low Compatibility,19.5
Harris Ltd,Harris Group,Low Compatibility,19.5
Harris Ltd,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Gordon PLC,"Rogers, Larsen and Smith",Low Compatibility,19.5
Gordon PLC,Harris Group,Low Compatibility,19.5
Carney Group,Nguyen PLC,Low Compatibility,19.5
Carney Group,"Grant, Wright and Pearson",Low Compatibility,19.5
Carney Group,Hess-Wheeler,Low Compatibility,19.5
Casey-Cabrera,Spencer and Sons,Low Compatibility,19.5
"King, Mitchell and Williams","Dalton, Nguyen and Webb",Low Compatibility,19.5
"King, Mitchell and Williams",Bell-Stephenson,Low Compatibility,19.5
Smith-Wright,"Rogers, Larsen and Smith",Low Compatibility,19.5
Smith-Wright,Mata Ltd,Low Compatibility,19.5
French Ltd,Bell-Stephenson,Low Compatibility,19.5
Casey-Cabrera,Johnston-Fuller,Low Compatibility,19.5
Carney Group,Spencer and Sons,Low Compatibility,19.5
Carney Group,Hill-Huerta,Low Compatibility,19.5
Casey-Cabrera,Hill-Huerta,Low Compatibility,19.5
Casey-Cabrera,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Carney Group,"Perkins, Moss and Moreno",Low Compatibility,19.5
Carney Group,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Carney Group,York-Ball,Low Compatibility,19.5
Martin Group,"Rogers, Larsen and Smith",Low Compatibility,19.5
Martin Group,Harris Group,Low Compatibility,19.5
Martin Group,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Martin Group,Mata Ltd,Low Compatibility,19.5
Martin Group,Bell-Stephenson,Low Compatibility,19.5
Martin Group,"Miller, Swanson and Allen",Low Compatibility,19.5
"Rush, Palmer and Perkins","Crawford, Reyes and Smith",Low Compatibility,19.5
Harris Ltd,Mata Ltd,Low Compatibility,19.5
Harris Ltd,Bell-Stephenson,Low Compatibility,19.5
Carney Group,Brown-Burton,Low Compatibility,19.5
Carney Group,Brown-Watson,Low Compatibility,19.5
"Rush, Palmer and Perkins","Grant, Wright and Pearson",Low Compatibility,19.5
"Rush, Palmer and Perkins",Hess-Wheeler,Low Compatibility,19.5
"Rush, Palmer and Perkins",Spencer and Sons,Low Compatibility,19.5
Carney Group,Johnston-Fuller,Low Compatibility,19.5
"Rush, Palmer and Perkins","Lee, Sosa and Hernandez",Low Compatibility,19.5
"Rush, Palmer and Perkins",Johnston-Fuller,Low Compatibility,19.5
"King, Mitchell and Williams",Torres-Orr,Low Compatibility,19.5
Martin Group,Torres-Orr,Low Compatibility,19.5
"Rush, Palmer and Perkins","Smith, Cunningham and Mays",Low Compatibility,19.5
"Rush, Palmer and Perkins","Walker, Allen and Conrad",Low Compatibility,19.5
"Rush, Palmer and Perkins",Hunt LLC,Low Compatibility,19.5
Carney Group,Hunt LLC,Low Compatibility,19.5
Carney Group,"Bennett, Green and Robles",Low Compatibility,19.5
Bowman-Henderson,Brown-Burton,Low Compatibility,19.5
Bowman-Henderson,Brown-Watson,Low Compatibility,19.5
Bowman-Henderson,Nguyen PLC,Low Compatibility,19.5
Bowman-Henderson,"Grant, Wright and Pearson",Low Compatibility,19.5
Bowman-Henderson,Hess-Wheeler,Low Compatibility,19.5
Bowman-Henderson,Spencer and Sons,Low Compatibility,19.5
Bowman-Henderson,Hill-Huerta,Low Compatibility,19.5
Bowman-Henderson,"Crawford, Reyes and Smith",Low Compatibility,19.5
"Rush, Palmer and Perkins","Meadows, Stephens and Hernandez",Low Compatibility,19.5
"Rush, Palmer and Perkins",Brown-Burton,Low Compatibility,19.5
"Rush, Palmer and Perkins",Brown-Watson,Low Compatibility,19.5
Bowman-Henderson,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Fleming Ltd,"Grant, Wright and Pearson",Low Compatibility,19.5
Grant PLC,"Smith, Cunningham and Mays",Low Compatibility,19.5
Bowman-Henderson,Johnston-Fuller,Low Compatibility,19.5
Bowman-Henderson,Hunt LLC,Low Compatibility,19.5
Bowman-Henderson,"Bennett, Green and Robles",Low Compatibility,19.5
Bowman-Henderson,"Perkins, Moss and Moreno",Low Compatibility,19.5
Bowman-Henderson,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Bowman-Henderson,York-Ball,Low Compatibility,19.5
Grant PLC,"Perkins, Moss and Moreno",Low Compatibility,19.5
Grant PLC,"Lee, Sosa and Hernandez",Low Compatibility,19.5
Grant PLC,York-Ball,Low Compatibility,19.5
Lopez Inc,Mata Ltd,Low Compatibility,19.5
Lopez Inc,Bell-Stephenson,Low Compatibility,19.5
Fleming Ltd,Hess-Wheeler,Low Compatibility,19.5
Fleming Ltd,Spencer and Sons,Low Compatibility,19.5
Lopez Inc,"Miller, Swanson and Allen",Low Compatibility,19.5
Lopez Inc,"Rogers, Larsen and Smith",Low Compatibility,19.5
Lopez Inc,Harris Group,Low Compatibility,19.5
Lopez Inc,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Grant PLC,"Walker, Allen and Conrad",Low Compatibility,19.5
Grant PLC,Hunt LLC,Low Compatibility,19.5
Grant PLC,"Bennett, Green and Robles",Low Compatibility,19.5
Lopez Inc,Torres-Orr,Low Compatibility,19.5
Grant PLC,Johnston-Fuller,Low Compatibility,19.5
Grant PLC,"Grant, Wright and Pearson",Low Compatibility,19.5
Grant PLC,Hess-Wheeler,Low Compatibility,19.5
Grant PLC,Spencer and Sons,Low Compatibility,19.5
Grant PLC,Hill-Huerta,Low Compatibility,19.5
Grant PLC,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Shields PLC,"Rogers, Larsen and Smith",Low Compatibility,19.5
Shields PLC,Harris Group,Low Compatibility,19.5
Shields PLC,"Gay, Hoffman and Rose",Low Compatibility,19.5
Shields PLC,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Shields PLC,Bell-Stephenson,Low Compatibility,19.5
Shields PLC,"Miller, Swanson and Allen",Low Compatibility,19.5
Shields PLC,Martin-Hudson,Low Compatibility,19.5
Fleming Ltd,Hill-Huerta,Low Compatibility,19.5
Williams-Melton,Mata Ltd,Low Compatibility,19.5
Miller-Lamb,"Gay, Hoffman and Rose",Low Compatibility,19.5
Miller-Lamb,Torres-Orr,Low Compatibility,19.5
Williams-Melton,Bell-Stephenson,Low Compatibility,19.5
Williams-Melton,"Miller, Swanson and Allen",Low Compatibility,19.5
Williams-Melton,Martin-Hudson,Low Compatibility,19.5
Miller-Lamb,"Rogers, Larsen and Smith",Low Compatibility,19.5
Miller-Lamb,Harris Group,Low Compatibility,19.5
Williams-Melton,Harris Group,Low Compatibility,19.5
Williams-Melton,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Miller-Lamb,Mata Ltd,Low Compatibility,19.5
Miller-Lamb,Bell-Stephenson,Low Compatibility,19.5
Miller-Lamb,"Miller, Swanson and Allen",Low Compatibility,19.5
Miller-Lamb,Martin-Hudson,Low Compatibility,19.5
Wilson-Miller,Torres-Orr,Low Compatibility,19.5
"Peterson, Turner and Meyers","Crawford, Reyes and Smith",Low Compatibility,19.5
Williams-Melton,"Gay, Hoffman and Rose",Low Compatibility,19.5
Williams-Melton,Torres-Orr,Low Compatibility,19.5
Miller-Lamb,"Dalton, Nguyen and Webb",Low Compatibility,19.5
"Peterson, Turner and Meyers",Brown-Burton,Low Compatibility,19.5
"Peterson, Turner and Meyers",Brown-Watson,Low Compatibility,19.5
"Peterson, Turner and Meyers",Nguyen PLC,Low Compatibility,19.5
Wilson-Miller,"Gay, Hoffman and Rose",Low Compatibility,19.5
"Peterson, Turner and Meyers","Lee, Sosa and Hernandez",Low Compatibility,19.5
"Peterson, Turner and Meyers",York-Ball,Low Compatibility,19.5
Hutchinson PLC,"Smith, Cunningham and Mays",Low Compatibility,19.5
"King, Foster and Orr",Mata Ltd,Low Compatibility,19.5
Morris-Brown,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Wilson-Miller,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Wilson-Miller,Mata Ltd,Low Compatibility,19.5
Wilson-Miller,Bell-Stephenson,Low Compatibility,19.5
Wilson-Miller,"Miller, Swanson and Allen",Low Compatibility,19.5
Wilson-Miller,Martin-Hudson,Low Compatibility,19.5
"Peterson, Turner and Meyers","Smith, Cunningham and Mays",Low Compatibility,19.5
"Peterson, Turner and Meyers","Walker, Allen and Conrad",Low Compatibility,19.5
"Peterson, Turner and Meyers","Bennett, Green and Robles",Low Compatibility,19.5
"Peterson, Turner and Meyers","Perkins, Moss and Moreno",Low Compatibility,19.5
Clark PLC,"Rogers, Larsen and Smith",Low Compatibility,19.5
Clark PLC,Harris Group,Low Compatibility,19.5
Clark PLC,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Clark PLC,Mata Ltd,Low Compatibility,19.5
Clark PLC,Bell-Stephenson,Low Compatibility,19.5
Clark PLC,"Miller, Swanson and Allen",Low Compatibility,19.5
Clark PLC,Martin-Hudson,Low Compatibility,19.5
Wilson-Miller,Harris Group,Low Compatibility,19.5
Hall PLC,"Smith, Cunningham and Mays",Low Compatibility,19.5
Hall PLC,"Walker, Allen and Conrad",Low Compatibility,19.5
Hall PLC,"Bennett, Green and Robles",Low Compatibility,19.5
"King, Foster and Orr",Torres-Orr,Low Compatibility,19.5
"Vaughn, Smith and Larson","Meadows, Stephens and Hernandez",Low Compatibility,19.5
"Vaughn, Smith and Larson","Crawford, Reyes and Smith",Low Compatibility,19.5
Hopkins LLC,Bell-Stephenson,Low Compatibility,19.5
Hopkins LLC,"Miller, Swanson and Allen",Low Compatibility,19.5
Hopkins LLC,Martin-Hudson,Low Compatibility,19.5
Clark PLC,"Gay, Hoffman and Rose",Low Compatibility,19.5
Clark PLC,Torres-Orr,Low Compatibility,19.5
"Vaughn, Smith and Larson",Hill-Huerta,Low Compatibility,19.5
"Odonnell, Thornton and King","Smith, Cunningham and Mays",Low Compatibility,19.5
"Odonnell, Thornton and King","Walker, Allen and Conrad",Low Compatibility,19.5
Hall PLC,Brown-Burton,Low Compatibility,19.5
"Vaughn, Smith and Larson",Spencer and Sons,Low Compatibility,19.5
Hopkins LLC,"Dalton, Nguyen and Webb",Low Compatibility,19.5
Hopkins LLC,Mata Ltd,Low Compatibility,19.5
Hopkins LLC,Harris Group,Low Compatibility,19.5
Hutchinson PLC,"Crawford, Reyes and Smith",Low Compatibility,19.5
Potts Inc,Johnston-Fuller,Low Compatibility,19.5
"Odonnell, Thornton and King","Perkins, Moss and Moreno",Low Compatibility,19.5
"Odonnell, Thornton and King",Johnston-Fuller,Low Compatibility,19.5
Hopkins LLC,"Gay, Hoffman and Rose",Low Compatibility,19.5
Hopkins LLC,Torres-Orr,Low Compatibility,19.5
"Odonnell, Thornton and King",Nguyen PLC,Low Compatibility,19.5
"Odonnell, Thornton and King","Grant, Wright and Pearson",Low Compatibility,19.5
"Odonnell, Thornton and King",Hess-Wheeler,Low Compatibility,19.5
Hutchinson PLC,Brown-Burton,Low Compatibility,19.5
"Odonnell, Thornton and King",Hunt LLC,Low Compatibility,19.5
"Odonnell, Thornton and King","Bennett, Green and Robles",Low Compatibility,19.5
Hutchinson PLC,Brown-Watson,Low Compatibility,19.5
"Odonnell, Thornton and King",Brown-Burton,Low Compatibility,19.5
"Odonnell, Thornton and King",Brown-Watson,Low Compatibility,19.5
Potts Inc,"Smith, Cunningham and Mays",Low Compatibility,19.5
Potts Inc,"Walker, Allen and Conrad",Low Compatibility,19.5
Potts Inc,"Bennett, Green and Robles",Low Compatibility,19.5
"Odonnell, Thornton and King",Spencer and Sons,Low Compatibility,19.5
"Odonnell, Thornton and King",Hill-Huerta,Low Compatibility,19.5
"Odonnell, Thornton and King","Crawford, Reyes and Smith",Low Compatibility,19.5
"Odonnell, Thornton and King","Meadows, Stephens and Hernandez",Low Compatibility,19.5
Becker Ltd,Torres-Orr,Low Compatibility,19.5
"Vaughn, Smith and Larson","Perkins, Moss and Moreno",Low Compatibility,19.5
"Vaughn, Smith and Larson","Lee, Sosa and Hernandez",Low Compatibility,19.5
"Vaughn, Smith and Larson",York-Ball,Low Compatibility,19.5
Williams-Hubbard,York-Ball,Low Compatibility,19.5
Hutchinson PLC,Nguyen PLC,Low Compatibility,19.5
Fleming Ltd,York-Ball,Low Compatibility,19.5
"King, Foster and Orr","Rogers, Larsen and Smith",Low Compatibility,19.5
"Williamson, Cruz and Rice","Lee, Sosa and Hernandez",Low Compatibility,19.5
"Williamson, Cruz and Rice",York-Ball,Low Compatibility,19.5
"Williamson, Cruz and Rice",Johnston-Fuller,Low Compatibility,19.5
Williams-Hubbard,Hill-Huerta,Low Compatibility,19.5
Williams-Hubbard,"Crawford, Reyes and Smith",Low Compatibility,19.5
Williams-Hubbard,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
"Williamson, Cruz and Rice",Hunt LLC,Low Compatibility,19.5
"Williamson, Cruz and Rice","Bennett, Green and Robles",Low Compatibility,19.5
Williams-Hubbard,Brown-Burton,Low Compatibility,19.5
Williams-Hubbard,Brown-Watson,Low Compatibility,19.5
Williams-Hubbard,Nguyen PLC,Low Compatibility,19.5
"Vaughn, Smith and Larson",Hess-Wheeler,Low Compatibility,19.5
"King, Foster and Orr",Bell-Stephenson,Low Compatibility,19.5
Williams-Hubbard,Johnston-Fuller,Low Compatibility,19.5
Barker and Sons,"Crawford, Reyes and Smith",Low Compatibility,19.5
Barker and Sons,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Williams-Hubbard,"Smith, Cunningham and Mays",Low Compatibility,19.5
Williams-Hubbard,"Walker, Allen and Conrad",Low Compatibility,19.5
Williams-Hubbard,Hunt LLC,Low Compatibility,19.5
"Vaughn, Smith and Larson",Hunt LLC,Low Compatibility,19.5
"Vaughn, Smith and Larson","Bennett, Green and Robles",Low Compatibility,19.5
"King, Foster and Orr","Miller, Swanson and Allen",Low Compatibility,19.5
"Vaughn, Smith and Larson",Johnston-Fuller,Low Compatibility,19.5
"Vaughn, Smith and Larson",Brown-Burton,Low Compatibility,19.5
"Vaughn, Smith and Larson",Brown-Watson,Low Compatibility,19.5
"Vaughn, Smith and Larson",Nguyen PLC,Low Compatibility,19.5
"Vaughn, Smith and Larson","Grant, Wright and Pearson",Low Compatibility,19.5
Fleming Ltd,"Meadows, Stephens and Hernandez",Low Compatibility,19.5
Miller and Sons,Martin-Hudson,Low Compatibility,15.0
Miller and Sons,Hill-Huerta,Low Compatibility,15.0
Miller and Sons,Nguyen PLC,Low Compatibility,15.0
Miller and Sons,"Gay, Hoffman and Rose",Low Compatibility,15.0
Maldonado PLC,"Perkins, Moss and Moreno",Low Compatibility,15.0
Maldonado PLC,York-Ball,Low Compatibility,15.0
Maldonado PLC,Nguyen PLC,Low Compatibility,15.0
Maldonado PLC,"Miller, Swanson and Allen",Low Compatibility,15.0
Maldonado PLC,Hill-Huerta,Low Compatibility,15.0
